date,txn_count,txn_total_value_aed,txn_avg_price_per_sqft,rental_count,rental_avg_annual_rent_aed
2025-02-10,72,283872610.0,1427.1305555555555,180,190389.9
2025-02-11,68,252216947.0,1670.5720588235292,220,204222.24545454545
2025-02-12,79,263856380.0,1371.0493670886076,189,199795.5185185185
2025-02-13,70,300161034.0,1467.27,176,205788.57954545456
2025-02-14,26,120722781.0,1522.3115384615385,67,201013.91044776118
2025-02-15,23,101936353.0,1339.2608695652175,70,181103.98571428572
2025-02-16,61,247412134.0,1530.5540983606559,177,193343.66666666666
2025-02-17,69,321529297.0,1628.3855072463768,180,193316.25
2025-02-18,81,361757764.0,1723.2259259259258,152,178001.2105263158
2025-02-19,52,201422947.0,1545.0884615384616,174,209703.16091954024
2025-02-20,69,334893559.0,1666.931884057971,171,201930.25146198831
2025-02-21,16,81965757.0,1619.74375,74,210526.0945945946
2025-02-22,35,164774892.0,1485.2657142857145,88,168318.47727272726
2025-02-23,76,372764435.0,1548.9026315789474,174,173137.71264367815
2025-02-24,67,280587233.0,1514.9731343283581,192,186415.86458333334
2025-02-25,63,262827720.0,1617.0904761904762,143,205671.52447552446
2025-02-26,76,294735235.0,1595.453947368421,171,170641.45029239767
2025-02-27,83,315617061.0,1481.6939759036145,185,222805.15135135135
2025-02-28,24,149643339.0,1630.5874999999999,54,172413.94444444444
2025-03-01,28,190697027.0,1787.517857142857,79,194613.2658227848
2025-03-02,60,286121393.0,1641.3483333333331,161,196739.8198757764
2025-03-03,61,243817213.0,1543.8426229508195,173,220659.79190751445
2025-03-04,61,202511989.0,1544.4754098360656,174,221423.7528735632
2025-03-05,66,328170517.0,1536.7969696969699,162,197795.83950617284
2025-03-06,82,336812412.0,1626.8829268292682,174,214980.59770114944
2025-03-07,27,88125948.0,1382.0703703703705,67,176140.49253731343
2025-03-08,39,202099768.0,1526.8564102564103,83,223836.7108433735
2025-03-09,68,304932567.0,1506.1176470588234,218,198677.43119266056
2025-03-10,70,268828068.0,1597.15,156,198018.45512820513
2025-03-11,71,301345723.0,1506.0647887323944,159,207409.03144654087
2025-03-12,65,400294134.0,1624.7692307692307,151,192151.940397351
2025-03-13,71,320258094.0,1559.1098591549296,171,205971.22222222222
2025-03-14,28,152338436.0,1827.6000000000001,73,185196.7808219178
2025-03-15,33,153899334.0,1497.1363636363637,77,176904.54545454544
2025-03-16,73,293038988.0,1373.3410958904108,176,202212.42613636365
2025-03-17,72,278009860.0,1548.9499999999998,167,228560.86826347306
2025-03-18,50,240968114.0,1474.5339999999999,169,211428.02366863904
2025-03-19,67,259849530.0,1585.7313432835822,158,209609.53164556963
2025-03-20,55,275163985.0,1548.6636363636364,162,204006.61728395062
2025-03-21,29,132826210.0,1561.648275862069,55,206279.78181818183
2025-03-22,26,155853344.0,1600.6538461538462,81,221295.04938271604
2025-03-23,68,373394352.0,1728.6647058823528,173,222375.24277456646
2025-03-24,70,408145082.0,1596.74,147,198267.51020408163
2025-03-25,59,250584005.0,1586.5813559322035,144,202329.86111111112
2025-03-26,62,196593059.0,1565.7516129032258,161,199070.5652173913
2025-03-27,80,361634906.0,1540.50875,148,189411.86486486485
2025-03-28,27,121237008.0,1588.8777777777777,46,194131.30434782608
2025-03-29,31,141581888.0,1600.6935483870968,57,183597.0350877193
2025-03-30,71,317282023.0,1455.2845070422534,141,208984.82978723405
2025-03-31,55,257094166.0,1525.6090909090908,157,182716.1337579618
2025-04-01,44,188429789.0,1915.7431818181817,177,182355.48587570622
2025-04-02,68,274664398.0,1599.0764705882352,141,199231.02127659574
2025-04-03,71,285975040.0,1469.9422535211268,158,195530.28481012658
2025-04-04,21,129557659.0,1682.485714285714,45,178943.6888888889
2025-04-05,32,132970139.0,1333.890625,55,210445.92727272728
2025-04-06,62,245186774.0,1698.4209677419356,171,183377.42105263157
2025-04-07,48,224496965.0,1589.9770833333332,164,180934.21341463414
2025-04-08,70,260541593.0,1485.4828571428573,164,200697.7987804878
2025-04-09,61,286711031.0,1443.2590163934426,153,214733.5751633987
2025-04-10,79,327506667.0,1515.320253164557,147,209402.79591836734
2025-04-11,17,57376680.0,1572.9529411764706,52,200532.36538461538
2025-04-12,22,97592164.0,1726.2136363636362,72,215934.72222222222
2025-04-13,68,284217020.0,1514.495588235294,131,213406.09923664122
2025-04-14,49,210483172.0,1457.2816326530613,134,199636.0671641791
2025-04-15,72,385403251.0,1630.3638888888888,133,212170.007518797
2025-04-16,54,230553463.0,1507.251851851852,151,219124.23841059604
2025-04-17,59,252576217.0,1515.8050847457628,130,201832.73076923078
2025-04-18,24,63985659.0,1632.9791666666667,52,193038.67307692306
2025-04-19,31,106974853.0,1780.516129032258,70,201826.92857142858
2025-04-20,61,250919819.0,1659.7754098360656,145,203616.4551724138
2025-04-21,62,292703845.0,1642.8306451612902,148,182211.12162162163
2025-04-22,55,208883202.0,1433.6545454545455,163,204739.98159509202
2025-04-23,52,240473772.0,1550.0846153846153,144,193358.63888888888
2025-04-24,53,268589017.0,1617.4622641509434,123,185548.72357723577
2025-04-25,20,78780023.0,1437.06,54,171273.12962962964
2025-04-26,26,105650337.0,1663.819230769231,65,207059.84615384616
2025-04-27,48,240525419.0,1593.0104166666667,162,229205.65432098764
2025-04-28,60,329738361.0,1418.1766666666667,145,182937.93103448275
2025-04-29,57,242514095.0,1605.3052631578946,155,200406.25161290323
2025-04-30,52,198029133.0,1481.9134615384614,142,198261.71126760563
2025-05-01,44,173944475.0,1653.8522727272727,137,208551.13138686132
2025-05-02,21,83992521.0,1630.8142857142857,41,201678.8536585366
2025-05-03,24,113893117.0,1510.7833333333335,69,182750.42028985507
2025-05-04,54,267279347.0,1480.1277777777777,162,209331.14197530865
2025-05-05,45,184129904.0,1549.1733333333334,142,201655.02112676058
2025-05-06,56,318828555.0,1816.5321428571428,138,216534.08695652173
2025-05-07,62,241414434.0,1561.5838709677419,137,225655.18248175184
2025-05-08,60,234662730.0,1474.9766666666667,129,197771.4496124031
2025-05-09,15,88820958.0,1567.26,45,219257.22222222222
2025-05-10,21,101676764.0,1583.0285714285715,49,210233.83673469388
2025-05-11,56,274170193.0,1583.439285714286,128,238227.0390625
2025-05-12,53,221581102.0,1643.4792452830188,120,217673.18333333332
2025-05-13,59,247683255.0,1474.472881355932,131,196348.35877862596
2025-05-14,51,226808121.0,1581.064705882353,119,209347.09243697478
2025-05-15,49,248398625.0,1463.9224489795918,117,211558.29914529916
2025-05-16,21,100721801.0,1493.8142857142857,48,209852.41666666666
2025-05-17,25,128866063.0,1610.636,50,226965.84
2025-05-18,55,197258159.0,1545.0890909090908,148,222336.6891891892
2025-05-19,50,230085921.0,1747.684,116,196052.97413793104
2025-05-20,50,242599300.0,1601.924,112,213176.36607142858
2025-05-21,24,86594037.0,1396.4083333333335,134,221708.41791044775
2025-05-22,48,225957098.0,1793.9729166666666,129,209360.82945736434
2025-05-23,20,153611703.0,2040.5349999999999,49,171161.48979591837
2025-05-24,31,151154163.0,1636.6935483870968,47,185068.70212765958
2025-05-25,44,191516314.0,1525.334090909091,126,237000.45238095237
2025-05-26,56,278147052.0,1600.6517857142858,109,186242.78899082568
2025-05-27,45,197700903.0,1530.357777777778,110,188987.12727272726
2025-05-28,49,271705115.0,1625.4489795918366,130,203188.05384615384
2025-05-29,36,166366984.0,1422.4055555555556,141,183671.3120567376
2025-05-30,17,111197501.0,1596.105882352941,53,176613.28301886792
2025-05-31,13,54211782.0,1764.9923076923078,56,219801.94642857142
2025-06-01,44,193250158.0,1530.3954545454544,127,199745.1653543307
2025-06-02,52,176774998.0,1588.8076923076924,113,219831.9646017699
2025-06-03,41,142961013.0,1408.3463414634145,129,185583.3100775194
2025-06-04,52,221791906.0,1575.9153846153847,127,190853.97637795276
2025-06-05,49,243817690.0,1463.7163265306124,108,223073.5648148148
2025-06-06,17,43822066.0,1155.6529411764704,35,208448.34285714285
2025-06-07,24,104891676.0,1898.2124999999999,55,193661.05454545454
2025-06-08,36,123249353.0,1457.1888888888889,115,200859.37391304347
2025-06-09,44,146040752.0,1553.9227272727273,107,188066.81308411216
2025-06-10,35,178584285.0,1594.3485714285714,102,226356.1568627451
2025-06-11,53,272370442.0,1832.301886792453,113,245249.62831858406
2025-06-12,48,242977172.0,1718.1020833333332,107,181494.21495327103
2025-06-13,21,84471758.0,1563.4095238095238,41,170945.75609756098
2025-06-14,19,130493945.0,1928.0736842105264,63,212270.57142857142
2025-06-15,47,254568622.0,1722.6851063829786,117,191626.7435897436
2025-06-16,50,226744473.0,1638.352,108,216092.90740740742
2025-06-17,51,230121060.0,1565.5745098039217,109,202327.3119266055
2025-06-18,44,194313721.0,1623.625,122,196705.66393442624
2025-06-19,46,198993489.0,1452.4369565217391,120,209678.35
2025-06-20,10,27924748.0,1287.8200000000002,39,215103.5128205128
2025-06-21,14,43495561.0,1786.3,43,196856.46511627908
2025-06-22,38,188424599.0,1468.6842105263158,113,167561.55752212388
2025-06-23,39,131132721.0,1275.5692307692307,108,205235.07407407407
2025-06-24,43,208377884.0,1527.4674418604652,105,210385.2
2025-06-25,40,148766269.0,1528.2075,118,226813.1779661017
2025-06-26,46,264795245.0,1562.4543478260869,108,213362.94444444444
2025-06-27,14,51004992.0,1738.4071428571428,41,173785.56097560975
2025-06-28,26,108074484.0,1451.3115384615385,59,176696.89830508476
2025-06-29,43,173720630.0,1647.3162790697677,107,209770.7289719626
2025-06-30,43,205315441.0,1686.9395348837209,114,211003.0350877193
2025-07-01,33,154411843.0,1568.4424242424243,113,211447.38053097346
2025-07-02,33,184879952.0,1533.8909090909092,114,219588.6052631579
2025-07-03,32,149193352.0,1561.609375,95,196324.86315789472
2025-07-04,9,62929429.0,1345.2777777777778,38,173832.76315789475
2025-07-05,15,110439121.0,1603.74,50,203637.02
2025-07-06,38,176434472.0,1679.0105263157895,121,245550.47107438016
2025-07-07,32,101842563.0,1540.528125,99,191217.21212121213
2025-07-08,50,252805042.0,1799.914,108,218396.37962962964
2025-07-09,44,155015680.0,1593.7590909090907,91,213422.3186813187
2025-07-10,39,158110953.0,1593.3897435897436,99,206806.37373737374
2025-07-11,17,62564395.0,1732.4588235294118,29,193650.89655172414
2025-07-12,14,66069916.0,1793.435714285714,56,250349.23214285713
2025-07-13,54,214839125.0,1602.111111111111,118,216332.86440677967
2025-07-14,34,138203223.0,1545.0970588235296,121,194294.5785123967
2025-07-15,40,202959344.0,1753.5900000000001,106,192228.25471698114
2025-07-16,40,161689572.0,1553.0049999999999,117,204232.82905982906
2025-07-17,55,283273325.0,1601.8581818181817,104,217606.65384615384
2025-07-18,14,61726118.0,1850.8357142857144,42,231568.35714285713
2025-07-19,21,77162686.0,1704.7619047619048,42,201655.7142857143
2025-07-20,36,131970772.0,1672.6527777777778,135,197318.26666666666
2025-07-21,46,186609506.0,1436.3065217391306,117,209922.1452991453
2025-07-22,37,202943046.0,1623.818918918919,92,193732.69565217392
2025-07-23,41,179293262.0,1556.8756097560977,109,179337.94495412844
2025-07-24,43,179499775.0,1364.7093023255813,103,202685.46601941748
2025-07-25,15,48934187.0,1638.3933333333334,35,196428.88571428572
2025-07-26,12,63940069.0,1594.2916666666667,60,219528.15
2025-07-27,34,183759126.0,1863.0441176470588,129,209750.9457364341
2025-07-28,46,205422518.0,1508.1478260869567,115,218602.53043478262
2025-07-29,37,176912562.0,1606.1675675675674,129,208552.5426356589
2025-07-30,47,201680408.0,1488.1617021276597,133,189824.84210526315
2025-07-31,27,140340282.0,1762.4074074074074,120,180922.73333333334
2025-08-01,14,57719485.0,1444.0285714285715,36,241288.30555555556
2025-08-02,20,81807299.0,1264.185,55,204779.27272727274
2025-08-03,41,155388935.0,1513.7365853658537,110,174699.92727272728
2025-08-04,56,274543579.0,1598.769642857143,124,192910.56451612903
2025-08-05,43,192998338.0,1731.5511627906976,99,203151.84848484848
2025-08-06,42,196434451.0,1642.8547619047617,119,219891.79831932773
2025-08-07,38,171095955.0,1533.721052631579,125,195214.864
2025-08-08,15,101424720.0,1452.0666666666666,38,151058.57894736843
2025-08-09,22,86487165.0,1496.55,50,194576.86
2025-08-10,41,191687194.0,1688.6170731707318,108,212693.64814814815
2025-08-11,46,178325514.0,1535.7695652173911,116,222770.85344827586
2025-08-12,39,149062377.0,1546.502564102564,136,230668.5
2025-08-13,45,310590856.0,1577.6622222222222,127,218393.20472440944
2025-08-14,50,282922239.0,1857.894,108,185217.40740740742
2025-08-15,17,81590290.0,1573.3411764705882,33,225195.36363636365
2025-08-16,22,76296055.0,1592.5272727272727,61,219870.70491803277
2025-08-17,41,146989493.0,1536.1756097560974,109,203309.3394495413
2025-08-18,49,202447936.0,1669.742857142857,130,208991.79230769232
2025-08-19,46,205096118.0,1580.121739130435,126,196074.84126984127
2025-08-20,41,195744240.0,1725.6634146341462,124,214820.03225806452
2025-08-21,45,156670550.0,1533.4622222222222,114,238044.44736842104
2025-08-22,12,53258382.0,1707.8666666666668,27,163845.37037037036
2025-08-23,22,108665553.0,1748.15,55,197261.9090909091
2025-08-24,49,230884586.0,1506.94693877551,132,212553.12878787878
2025-08-25,52,250297137.0,1585.7557692307694,116,219701.5172413793
2025-08-26,47,191899141.0,1566.4446808510636,109,210784.14678899082
2025-08-27,37,204781871.0,1573.7945945945946,123,210028.58536585365
2025-08-28,54,311868531.0,1756.251851851852,106,232046.04716981133
2025-08-29,21,84911084.0,1515.2190476190476,34,151316.67647058822
2025-08-30,20,99320567.0,1595.4299999999998,63,212348.9841269841
2025-08-31,47,170635769.0,1427.3957446808513,130,219112.0923076923
2025-09-01,59,275178704.0,1664.3152542372882,133,215809.34586466165
2025-09-02,61,313275578.0,1628.3196721311476,125,191031.912
2025-09-03,61,270296092.0,1679.6950819672131,138,215532.9347826087
2025-09-04,43,261423386.0,1731.620930232558,133,212644.55639097744
2025-09-05,24,65881453.0,1337.2666666666667,34,201961.0
2025-09-06,23,82776590.0,1767.2608695652175,57,240362.01754385966
2025-09-07,40,202424608.0,1710.0925,103,237313.70873786407
2025-09-08,49,228810842.0,1617.7408163265306,139,221191.6330935252
2025-09-09,55,275737266.0,1661.1072727272729,132,241070.15151515152
2025-09-10,54,279043383.0,1758.075925925926,134,187173.26865671642
2025-09-11,57,250299550.0,1547.522807017544,143,203814.66433566433
2025-09-12,17,82166776.0,1504.870588235294,51,220802.25490196078
2025-09-13,24,119562479.0,1586.8333333333333,49,221331.22448979592
2025-09-14,46,187623526.0,1652.8847826086956,140,194744.0285714286
2025-09-15,50,220888235.0,1589.9379999999999,138,211675.52173913043
2025-09-16,54,254226681.0,1636.051851851852,135,199564.7111111111
2025-09-17,52,227995015.0,1535.2826923076923,140,179114.51428571428
2025-09-18,57,281334173.0,1650.8754385964912,136,206345.92647058822
2025-09-19,13,55896062.0,1529.4923076923078,44,226632.93181818182
2025-09-20,24,135684635.0,1745.2208333333335,55,176311.6181818182
2025-09-21,57,301915736.0,1808.578947368421,125,184142.512
2025-09-22,55,295793216.0,1752.7672727272727,131,200473.0534351145
2025-09-23,59,243901508.0,1574.3067796610171,118,199496.84745762713
2025-09-24,49,151107416.0,1472.2632653061223,151,207564.78145695364
2025-09-25,41,236986109.0,1643.2073170731708,125,201164.144
2025-09-26,19,101496244.0,1791.4842105263156,41,208903.19512195123
2025-09-27,29,148241378.0,1661.7931034482758,70,224143.2142857143
2025-09-28,58,217536310.0,1665.389655172414,128,208393.328125
2025-09-29,54,221703666.0,1650.125925925926,127,213953.43307086613
2025-09-30,35,147076853.0,1502.6171428571429,151,218568.53642384105
2025-10-01,47,222338122.0,1823.1787234042552,135,220556.54074074075
2025-10-02,60,230860906.0,1670.405,140,217098.69285714286
2025-10-03,20,67708175.0,1423.905,50,277848.16
2025-10-04,19,66293834.0,1734.5052631578947,62,202220.53225806452
2025-10-05,47,236672412.0,1527.5893617021277,158,218145.77215189874
2025-10-06,68,315115323.0,1638.2411764705882,147,202514.79591836734
2025-10-07,49,251051662.0,1893.3816326530612,170,198979.2588235294
2025-10-08,45,248224652.0,1740.457777777778,157,209325.29299363057
2025-10-09,42,282083746.0,1592.0428571428572,166,202073.72289156626
2025-10-10,30,156209403.0,1788.8733333333332,48,212835.6875
2025-10-11,29,82797857.0,1446.2586206896551,68,226412.8088235294
2025-10-12,66,305625415.0,1623.9030303030304,150,223222.03333333333
2025-10-13,51,232566466.0,1629.8960784313724,160,215533.425
2025-10-14,55,259369740.0,1620.72,161,211900.06832298136
2025-10-15,75,400394346.0,1686.4026666666666,172,222332.94186046513
2025-10-16,71,343023609.0,1688.0014084507043,165,206158.5515151515
2025-10-17,18,72614174.0,1481.0555555555557,51,222502.13725490196
2025-10-18,20,110079204.0,1673.27,50,195702.08
2025-10-19,68,361652880.0,1541.9632352941176,148,189994.2837837838
2025-10-20,67,290250630.0,1623.1164179104478,153,193734.07843137256
2025-10-21,76,429081219.0,1699.5947368421052,162,216568.0185185185
2025-10-22,69,276057376.0,1639.5942028985507,155,202960.94193548386
2025-10-23,63,278453823.0,1705.0825396825396,160,219344.075
2025-10-24,17,106518112.0,1376.7941176470588,57,258925.26315789475
2025-10-25,30,100335770.0,1520.6333333333334,84,220291.90476190476
2025-10-26,70,329790251.0,1527.1042857142857,147,212406.56462585033
2025-10-27,60,278713396.0,1619.29,170,211676.2117647059
2025-10-28,74,328434957.0,1669.6013513513512,156,182785.14102564103
2025-10-29,72,305005788.0,1617.7680555555555,158,194479.37974683545
